Unnamed: 0,League,Phase,Blue,Red,Score,Winner,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5,League_new,gameid
2122,LCS 2023 Spring,Week 8,Cloud9,FlyQuest,1 - 0,1,13.5,Vi,Lee Sin,Sion,Gragas,Caitlyn,Varus,Annie,Zeri,Lulu,Draven,Wukong,Sejuani,LeBlanc,Renekton,Nautilus,Jax,K'Sante,Fiora,Orianna,Akali,Support,Bot,Jungle,Top,Mid,Bot,Support,Jungle,Top,Mid,LCS,ESPORTSTMNT01_3325173
2123,LCS 2023 Spring,Week 7,Golden Guardians,TSM,1 - 0,1,13.4,Vi,Sejuani,Annie,Varus,Caitlyn,Gragas,Elise,Rakan,Viego,Jayce,Sion,Xayah,Zeri,Azir,Ashe,Taliyah,Veigar,Ezreal,Soraka,Cho'Gath,Jungle,Mid,Top,Bot,Support,Support,Jungle,Bot,Mid,Top,LCS,ESPORTSTMNT03_3124976
2124,LCS 2023 Spring,Week 7,Dignitas,100 Thieves,0 - 1,2,13.4,Zeri,Elise,Caitlyn,Ashe,Vi,Annie,Sejuani,Xayah,Rakan,Aphelios,Thresh,Gragas,Gnar,Lee Sin,K'Sante,Aurelion Sol,Viego,Renekton,Azir,Taliyah,Jungle,Bot,Support,Top,Mid,Bot,Support,Top,Jungle,Mid,LCS,ESPORTSTMNT03_3124972
2125,LCS 2023 Spring,Week 7,Evil Geniuses,Counter Logic Gaming,1 - 0,1,13.4,Aurelion Sol,Sejuani,Irelia,Thresh,Annie,Caitlyn,Ashe,Kalista,Gragas,Varus,Sion,Nautilus,Orianna,Yone,Tristana,Gwen,K'Sante,Azir,Poppy,Vi,Support,Bot,Top,Mid,Jungle,Bot,Mid,Support,Top,Jungle,LCS,ESPORTSTMNT03_3124934
2126,LCS 2023 Spring,Week 7,FlyQuest,Immortals,1 - 0,1,13.4,Zoe,Caitlyn,Varus,Zeri,Annie,Gragas,Rakan,Xayah,Viego,Vi,Kai'Sa,Nautilus,Jax,Veigar,Renekton,Lissandra,K'Sante,Ahri,Sion,Galio,Support,Jungle,Bot,Mid,Top,Bot,Jungle,Support,Top,Mid,LCS,ESPORTSTMNT03_3123916
2127,LCS 2023 Spring,Week 7,Cloud9,Team Liquid,1 - 0,1,13.4,Sejuani,Gragas,Vi,Caitlyn,Aphelios,Ashe,Annie,Lee Sin,Rakan,Viego,Zeri,Xayah,Lulu,Gnar,LeBlanc,Ahri,Akali,Sion,Syndra,Cho'Gath,Support,Jungle,Bot,Top,Mid,Jungle,Support,Bot,Mid,Top,LCS,ESPORTSTMNT03_3125864
2128,LCS 2023 Spring,Week 7,Counter Logic Gaming,Dignitas,0 - 1,2,13.4,Gnar,Elise,Caitlyn,Annie,Karma,Ashe,Rakan,Sejuani,Aphelios,Xayah,Gragas,Thresh,Vi,Taliyah,Sion,Syndra,Renekton,Aurelion Sol,Viego,Cassiopeia,Support,Bot,Top,Mid,Jungle,Jungle,Bot,Support,Top,Mid,LCS,ESPORTSTMNT06_2775347
2129,LCS 2023 Spring,Week 7,100 Thieves,Golden Guardians,1 - 0,1,13.4,Elise,Annie,Caitlyn,Ashe,Cho'Gath,Aurelion Sol,Gragas,Sejuani,Zeri,Xayah,Rakan,Renekton,Sion,Lulu,Vi,Sylas,Soraka,Azir,Lee Sin,Yone,Top,Bot,Support,Mid,Jungle,Jungle,Bot,Top,Support,Mid,LCS,ESPORTSTMNT06_2775340
2130,LCS 2023 Spring,Week 7,Cloud9,Evil Geniuses.NA,1 - 0,1,13.4,Vi,Ashe,Sejuani,Annie,Varus,Caitlyn,Gragas,Aphelios,Elise,Lucian,Nami,Thresh,LeBlanc,Renekton,Akali,Jayce,Yone,Tryndamere,Sion,K'Sante,Jungle,Bot,Support,Mid,Top,Bot,Jungle,Support,Mid,Top,LCS,ESPORTSTMNT06_2775338
2131,LCS 2023 Spring,Week 7,TSM,Immortals,1 - 0,1,13.4,Xayah,Elise,Kindred,Zeri,Zoe,Ashe,Annie,Varus,Viego,Caitlyn,Karma,Nautilus,Vi,Ahri,Lee Sin,Veigar,Vel'Koz,Wukong,Sion,Gnar,Mid,Bot,Support,Jungle,Top,Bot,Jungle,Support,Mid,Top,LCS,ESPORTSTMNT03_3125428
2132,LCS 2023 Spring,Week 7,FlyQuest,Team Liquid,0 - 1,2,13.4,Varus,Gragas,Vi,Caitlyn,Gnar,Annie,Sejuani,Lee Sin,Aphelios,Lucian,Nami,Thresh,Renekton,Akali,Yone,Sion,Ahri,Sylas,K'Sante,Cho'Gath,Jungle,Bot,Support,Mid,Top,Jungle,Bot,Support,Mid,Top,LCS,ESPORTSTMNT03_3124379
2133,LCS 2023 Spring,Week 6,Immortals,Golden Guardians,0 - 1,2,13.4,Caitlyn,Rakan,Elise,Ashe,Lucian,Zoe,Zeri,Varus,Thresh,Lulu,Vi,Sejuani,Fiora,Sylas,Sion,Yone,Renekton,K'Sante,Ahri,LeBlanc,Bot,Support,Jungle,Top,Mid,Bot,Support,Jungle,Top,Mid,LCS,ESPORTSTMNT03_3116597
2134,LCS 2023 Spring,Week 6,Team Liquid,TSM,0 - 1,2,13.4,Taliyah,Elise,Gragas,Varus,Ashe,Aphelios,Aurelion Sol,Karma,Vi,Zeri,Lulu,Ezreal,Kindred,Veigar,Wukong,LeBlanc,Syndra,Nocturne,Gnar,Sion,Mid,Bot,Support,Jungle,Top,Support,Jungle,Bot,Mid,Top,LCS,ESPORTSTMNT03_3114599
2135,LCS 2023 Spring,Week 6,Evil Geniuses,FlyQuest,1 - 0,1,13.4,Zeri,Caitlyn,Vi,Ashe,Lucian,Annie,Varus,Aphelios,Sejuani,Thresh,Gragas,Lulu,Lee Sin,Sylas,Jayce,Gwen,K'Sante,Garen,Azir,Taliyah,Bot,Support,Jungle,Top,Mid,Bot,Jungle,Support,Top,Mid,LCS,ESPORTSTMNT03_3115587
2136,LCS 2023 Spring,Week 6,Cloud9,Dignitas,1 - 0,1,13.4,Sejuani,Ashe,Vi,Elise,Varus,Annie,Caitlyn,Karma,Gragas,Lee Sin,Kalista,Ezreal,K'Sante,Gnar,Sion,Olaf,Jayce,LeBlanc,Cho'Gath,Renekton,Bot,Jungle,Support,Mid,Top,Support,Jungle,Bot,Mid,Top,LCS,ESPORTSTMNT03_3115567
2137,LCS 2023 Spring,Week 6,Counter Logic Gaming,100 Thieves,1 - 0,1,13.4,Xayah,Elise,Zeri,Ashe,Vi,Annie,Aurelion Sol,Caitlyn,Gragas,Varus,Sejuani,Lux,Karma,Yone,Gwen,K'Sante,Lee Sin,Sion,Kalista,Olaf,Mid,Support,Jungle,Top,Bot,Bot,Mid,Support,Jungle,Top,LCS,ESPORTSTMNT03_3114509
2138,LCS 2023 Spring,Week 6,Dignitas,Immortals,0 - 1,2,13.4,Kindred,Zeri,Thresh,Elise,Varus,Ashe,Sejuani,Xayah,Rakan,Caitlyn,Karma,Zoe,Orianna,Fiora,Yone,Graves,Vi,Gnar,Taliyah,Jayce,Jungle,Bot,Support,Top,Mid,Bot,Support,Mid,Jungle,Top,LCS,ESPORTSTMNT03_3116154
2139,LCS 2023 Spring,Week 6,Golden Guardians,Team Liquid,0 - 1,2,13.4,Thresh,Zeri,Kindred,Caitlyn,Gnar,Elise,Ashe,Varus,Vi,Ezreal,Annie,Aurelion Sol,Lee Sin,Karma,Renekton,Fiora,Rakan,Jax,Wukong,Gragas,Support,Bot,Mid,Top,Jungle,Bot,Jungle,Mid,Support,Top,LCS,ESPORTSTMNT03_3115173
2140,LCS 2023 Spring,Week 6,100 Thieves,Cloud9,0 - 1,2,13.4,Ashe,Caitlyn,Gragas,Zilean,Aphelios,Annie,Zeri,Varus,Elise,Sejuani,Lulu,Jayce,Sion,Kalista,Renekton,Nautilus,Heimerdinger,Aurelion Sol,Fiora,Yone,Bot,Jungle,Support,Mid,Top,Bot,Jungle,Top,Support,Mid,LCS,ESPORTSTMNT03_3115161
2141,LCS 2023 Spring,Week 6,TSM,Evil Geniuses.NA,0 - 1,2,13.4,Caitlyn,Taliyah,Varus,Ashe,Elise,Annie,Zeri,Aphelios,Thresh,Vi,Lulu,Sejuani,Aurelion Sol,Sylas,Ahri,Jax,Akali,Gnar,Galio,Renekton,Bot,Jungle,Support,Top,Mid,Bot,Support,Jungle,Mid,Top,LCS,ESPORTSTMNT03_3116100
2142,LCS 2023 Spring,Week 6,FlyQuest,Counter Logic Gaming,1 - 0,1,13.4,Irelia,Zeri,Varus,Lucian,Ashe,Caitlyn,Annie,Aphelios,Thresh,Xayah,Rakan,Aurelion Sol,Wukong,Sejuani,Renekton,Gwen,Lee Sin,Vi,K'Sante,Olaf,Mid,Bot,Support,Jungle,Top,Bot,Support,Mid,Jungle,Top,LCS,ESPORTSTMNT03_3116064
2143,LCS 2023 Spring,Week 5,Dignitas,FlyQuest,0 - 1,2,13.3,Caitlyn,Gnar,Lucian,Ashe,Maokai,Elise,Zeri,Varus,Lulu,Wukong,Annie,Amumu,Sylas,Azir,Sion,Tristana,Renekton,Orianna,Olaf,Akali,Bot,Jungle,Support,Mid,Top,Bot,Support,Jungle,Top,Mid,LCS,ESPORTSTMNT02_3163394
2144,LCS 2023 Spring,Week 5,100 Thieves,Team Liquid,1 - 0,1,13.3,Gnar,Maokai,Annie,Caitlyn,Elise,Zilean,Lulu,Lucian,Wukong,Zeri,Vi,Nami,Taliyah,Jax,Azir,Akali,Sion,K'Sante,Viktor,Sylas,Support,Bot,Jungle,Top,Mid,Bot,Jungle,Support,Top,Mid,LCS,ESPORTSTMNT02_3163371
2145,LCS 2023 Spring,Week 5,Golden Guardians,Evil Geniuses.NA,1 - 0,1,13.3,Jayce,Elise,Annie,Ashe,Caitlyn,Maokai,Zeri,Vi,Nami,Lulu,Sejuani,Lucian,Sylas,Taliyah,Renekton,Akali,Jax,Yone,Gragas,LeBlanc,Bot,Support,Jungle,Mid,Top,Jungle,Support,Bot,Top,Mid,LCS,ESPORTSTMNT02_3165238
2146,LCS 2023 Spring,Week 5,Immortals,Counter Logic Gaming,0 - 1,2,13.3,Sylas,Kindred,Zeri,Ashe,Annie,Draven,Elise,Maokai,Nami,Miss Fortune,Nautilus,Sivir,Tristana,Sion,Renekton,Yone,Jayce,K'Sante,Azir,Gwen,Jungle,Bot,Support,Top,Mid,Jungle,Support,Bot,Mid,Top,LCS,ESPORTSTMNT02_3164302
2147,LCS 2023 Spring,Week 5,TSM,Cloud9,0 - 1,2,13.3,Lucian,Caitlyn,Maokai,Annie,Zeri,Renekton,Elise,Ashe,Rengar,Varus,Nautilus,Sivir,Gnar,Sylas,Olaf,Akali,Sion,K'Sante,Taliyah,LeBlanc,Jungle,Bot,Support,Top,Mid,Support,Jungle,Bot,Top,Mid,LCS,ESPORTSTMNT02_3164252
2148,LCS 2023 Spring,Week 5,Evil Geniuses,Dignitas,0 - 1,2,13.3,Gnar,Ashe,Orianna,Elise,Karma,Caitlyn,Maokai,Lucian,Nami,Zeri,Lulu,Sejuani,Tristana,Sylas,Sion,Renekton,Jax,Jayce,Gragas,Azir,Jungle,Bot,Support,Mid,Top,Bot,Support,Jungle,Top,Mid,LCS,ESPORTSTMNT02_3160853
2149,LCS 2023 Spring,Week 5,Counter Logic Gaming,TSM,1 - 0,1,13.3,Rakan,Ashe,K'Sante,Zeri,Taliyah,Annie,Elise,Maokai,Karma,Nami,Lucian,Caitlyn,Jax,Jayce,Fiora,Ryze,Renekton,Sion,Sylas,Kassadin,Jungle,Support,Bot,Top,Mid,Jungle,Support,Bot,Top,Mid,LCS,ESPORTSTMNT02_3162712
2150,LCS 2023 Spring,Week 5,Cloud9,Golden Guardians,0 - 1,2,13.3,Annie,Ashe,Caitlyn,Maokai,Renekton,Elise,Zeri,Lucian,Vi,Wukong,Lulu,Nami,Akali,Ahri,Fiora,Taliyah,Jax,Gragas,Viktor,Sylas,Bot,Jungle,Support,Top,Mid,Bot,Jungle,Support,Top,Mid,LCS,ESPORTSTMNT02_3162683
2151,LCS 2023 Spring,Week 5,Team Liquid,Immortals,1 - 0,1,13.3,Ashe,Caitlyn,Kindred,Elise,Graves,Maokai,Zeri,Xayah,Vi,Wukong,Annie,Nautilus,Sion,Taliyah,Azir,Ryze,Viktor,Akali,Gnar,Irelia,Bot,Jungle,Support,Mid,Top,Bot,Jungle,Support,Mid,Top,LCS,ESPORTSTMNT02_3162662
2152,LCS 2023 Spring,Week 5,FlyQuest,100 Thieves,1 - 0,1,13.3,Zilean,Maokai,Jinx,Elise,Ashe,Caitlyn,Zeri,Annie,Lulu,Soraka,Vi,Wukong,Sion,Varus,Taliyah,Sivir,Xayah,Swain,Renekton,Jax,Bot,Support,Jungle,Mid,Top,Mid,Support,Jungle,Bot,Top,LCS,ESPORTSTMNT02_3161695
2153,LCS 2023 Spring,Week 4,Golden Guardians,100 Thieves,1 - 0,1,13.3,Karma,Sylas,Ashe,Akali,Zeri,Elise,Caitlyn,Maokai,Lucian,Lux,Vi,Nami,Taliyah,Zilean,Azir,Fiora,Tristana,Viktor,Renekton,Ornn,Bot,Support,Jungle,Mid,Top,Jungle,Bot,Support,Mid,Top,LCS,ESPORTSTMNT02_3151621
2154,LCS 2023 Spring,Week 4,Dignitas,TSM,0 - 1,2,13.3,Sylas,Zeri,Vi,Elise,Caitlyn,Ashe,Maokai,Lucian,Nami,Lulu,Aphelios,Sejuani,Gnar,Kassadin,Jax,Akali,Taliyah,Sion,Orianna,K'Sante,Jungle,Support,Bot,Top,Mid,Bot,Support,Jungle,Mid,Top,LCS,ESPORTSTMNT02_3152568
2155,LCS 2023 Spring,Week 4,Cloud9,Team Liquid,1 - 0,1,13.3,Kindred,Ashe,Caitlyn,Zeri,Gnar,Varus,Maokai,Lucian,Nami,Xayah,Rakan,Elise,Jax,Jayce,Tristana,Fiora,Sion,K'Sante,Viktor,Azir,Jungle,Bot,Support,Top,Mid,Bot,Support,Jungle,Top,Mid,LCS,ESPORTSTMNT02_3151589
2156,LCS 2023 Spring,Week 4,Immortals,Evil Geniuses.NA,0 - 1,2,13.3,Jayce,Kindred,Caitlyn,Graves,Ashe,Elise,Maokai,Zeri,Lulu,Nautilus,Aphelios,Sylas,Tristana,Sejuani,Sett,Vi,Wukong,Renekton,Ryze,Sion,Jungle,Support,Bot,Top,Mid,Bot,Support,Mid,Jungle,Top,LCS,ESPORTSTMNT02_3152523
2157,LCS 2023 Spring,Week 4,Counter Logic Gaming,FlyQuest,0 - 1,2,13.3,Xayah,Elise,Lulu,Ashe,Caitlyn,Lucian,Zeri,Aphelios,Maokai,Sejuani,Sylas,Jax,Renekton,Thresh,Fiora,Taliyah,Yone,Annie,Gangplank,Tahm Kench,Bot,Jungle,Mid,Support,Top,Bot,Jungle,Top,Mid,Support,LCS,ESPORTSTMNT02_3153529
2158,LCS 2023 Spring,Week 4,Golden Guardians,Dignitas,1 - 0,1,13.3,Rakan,Ashe,Gnar,Elise,Maokai,Caitlyn,Sejuani,Zeri,Vi,Lucian,Nami,Lulu,Renekton,Sion,Ornn,Taliyah,Jax,Lee Sin,Akali,LeBlanc,Jungle,Bot,Support,Top,Mid,Bot,Jungle,Support,Top,Mid,LCS,ESPORTSTMNT02_3152228
2159,LCS 2023 Spring,Week 4,TSM,FlyQuest,1 - 0,1,13.3,Lucian,Elise,Zeri,Caitlyn,Karma,Ashe,Varus,Maokai,Jayce,Vi,Taliyah,Sion,Gwen,Xayah,Ornn,Kai'Sa,Jinx,Cho'Gath,Rakan,Thresh,Bot,Jungle,Mid,Top,Support,Jungle,Mid,Top,Bot,Support,LCS,ESPORTSTMNT02_3152211
2160,LCS 2023 Spring,Week 4,100 Thieves,Counter Logic Gaming,0 - 1,2,13.3,Ashe,Caitlyn,Sejuani,Jinx,Elise,Maokai,Zeri,Lulu,Sivir,Jarvan IV,Soraka,Vi,Jax,Akali,Renekton,Fiora,Irelia,Azir,Gwen,Taliyah,Bot,Jungle,Support,Mid,Top,Support,Bot,Jungle,Top,Mid,LCS,ESPORTSTMNT02_3152188
2161,LCS 2023 Spring,Week 4,Immortals,Cloud9,0 - 1,2,13.3,Jayce,Kindred,Caitlyn,Graves,Elise,Varus,Ashe,Maokai,Zeri,Sejuani,Sivir,Lulu,Renekton,Yone,Azir,Fiora,Jax,Viktor,Gnar,Sylas,Support,Jungle,Bot,Mid,Top,Jungle,Bot,Support,Top,Mid,LCS,ESPORTSTMNT02_3152181
2162,LCS 2023 Spring,Week 4,Evil Geniuses,Team Liquid,1 - 0,1,13.3,Kindred,Ashe,Varus,Elise,Jax,Renekton,Maokai,Caitlyn,Lux,Karma,Jayce,Azir,Ezreal,Vi,Zeri,Gwen,Jarvan IV,Jhin,Fiora,Gnar,Jungle,Support,Mid,Bot,Top,Bot,Support,Mid,Jungle,Top,LCS,ESPORTSTMNT02_3153139
2163,LCS 2023 Spring,Week 4,TSM,Golden Guardians,0 - 1,2,13.3,Kalista,Ashe,Karma,Elise,Varus,Caitlyn,Lulu,Maokai,Zeri,Wukong,Sivir,Renekton,Sion,Soraka,Illaoi,Jayce,Annie,Azir,Ornn,Yone,Support,Jungle,Bot,Mid,Top,Jungle,Bot,Top,Support,Mid,LCS,ESPORTSTMNT02_3150844
2164,LCS 2023 Spring,Week 4,Dignitas,Cloud9,0 - 1,2,13.3,Caitlyn,Rakan,Irelia,Ashe,Sejuani,Gnar,Elise,Lucian,Nami,Jayce,Nautilus,Maokai,Kalista,Kassadin,Jax,,Sion,Azir,Xayah,Yone,Jungle,Top,Support,Mid,Bot,Bot,Support,Jungle,Top,Mid,LCS,ESPORTSTMNT02_3150832
2165,LCS 2023 Spring,Week 4,Team Liquid,Counter Logic Gaming,0 - 1,2,13.3,Sejuani,Elise,Varus,Kindred,Maokai,Renekton,Ashe,Kalista,Vi,Graves,Azir,Akali,Jax,Yone,Jayce,Pyke,Annie,Gnar,Thresh,Irelia,Bot,Jungle,Mid,Top,Support,Bot,Jungle,Mid,Support,Top,LCS,ESPORTSTMNT02_3148844
2166,LCS 2023 Spring,Week 4,FlyQuest,Immortals,1 - 0,1,13.3,Kindred,Caitlyn,Graves,Elise,Ashe,Zeri,Maokai,Lucian,Nami,Xayah,Rakan,Sejuani,Jayce,Sylas,Sion,Fiora,Renekton,Azir,K'Sante,Akali,Jungle,Bot,Support,Mid,Top,Bot,Support,Jungle,Top,Mid,LCS,ESPORTSTMNT02_3148829
2167,LCS 2023 Spring,Week 4,Evil Geniuses,100 Thieves,1 - 0,1,13.3,Zilean,Maokai,Varus,Elise,Wukong,Ashe,Caitlyn,Karma,Vi,Lux,Sejuani,Jinx,Akali,Jax,Tristana,Ahri,Azir,Renekton,Sylas,Gragas,Bot,Support,Jungle,Top,Mid,Support,Jungle,Bot,Mid,Top,LCS,ESPORTSTMNT02_3150774
2168,LCS 2023 Spring,Week 3,Golden Guardians,Immortals,1 - 0,1,13.1B,Kindred,Caitlyn,Zeri,Ashe,K'Sante,Elise,Sejuani,Lucian,Nami,Kalista,Renekton,Wukong,Nautilus,Kassadin,Ryze,Ornn,Gnar,Sylas,Renata Glasc,Taliyah,Jungle,Bot,Top,Mid,Support,Bot,Support,Jungle,Top,Mid,LCS,ESPORTSTMNT01_3309516
2169,LCS 2023 Spring,Week 3,Dignitas,Team Liquid,0 - 1,2,13.1B,Kindred,Zeri,Elise,Varus,Ashe,Gnar,Caitlyn,Karma,Maokai,Sejuani,Lux,Ezreal,Orianna,Jayce,Kassadin,Azir,Viktor,Sylas,Jax,K'Sante,Bot,Jungle,Support,Mid,Top,Support,Jungle,Bot,Mid,Top,LCS,ESPORTSTMNT01_3311408
2170,LCS 2023 Spring,Week 3,Evil Geniuses,Cloud9,1 - 0,1,13.1B,Varus,Caitlyn,Jax,Azir,Elise,Ashe,Maokai,Lulu,Zeri,Lucian,Nami,Sejuani,Renekton,Sylas,Irelia,Fiora,Jayce,K'Sante,Tristana,Gwen,Jungle,Bot,Support,Top,Mid,Support,Bot,Jungle,Mid,Top,LCS,ESPORTSTMNT01_3311377
2171,LCS 2023 Spring,Week 3,TSM,Counter Logic Gaming,1 - 0,1,13.1B,Sejuani,Ashe,Karma,Lucian,K'Sante,Caitlyn,Elise,Maokai,Zeri,Lulu,Sivir,Renekton,Gnar,Kassadin,Ornn,Soraka,Sona,Sion,Sylas,Jayce,Jungle,Support,Bot,Top,Mid,Jungle,Bot,Top,Support,Mid,LCS,ESPORTSTMNT01_3310374
2172,LCS 2023 Spring,Week 3,100 Thieves,FlyQuest,0 - 1,2,13.1B,Lucian,Zeri,Elise,Ashe,Kassadin,Caitlyn,Maokai,Sejuani,K'Sante,Xayah,Rakan,Sylas,Cassiopeia,Karma,Jayce,Lulu,Kai'Sa,Fiora,Taliyah,Nautilus,Jungle,Bot,Support,Top,Mid,Jungle,Top,Mid,Bot,Support,LCS,ESPORTSTMNT01_3311275
2173,LCS 2023 Spring,Week 3,Immortals,Dignitas,1 - 0,1,13.1B,Karma,Kindred,Caitlyn,Ashe,Elise,Draven,Lulu,Lucian,Sejuani,Zeri,K'Sante,Nami,Vi,Gnar,Wukong,Cassiopeia,Jayce,Ryze,Graves,Azir,Support,Bot,Top,Mid,Jungle,Bot,Jungle,Support,Top,Mid,LCS,ESPORTSTMNT01_3308842
2174,LCS 2023 Spring,Week 3,Counter Logic Gaming,Golden Guardians,0 - 1,2,13.1B,Garen,Sejuani,Zeri,Elise,Varus,Ashe,Caitlyn,Vi,Karma,K'Sante,Lux,Ezreal,Maokai,Gwen,Kindred,Ahri,Renekton,Graves,Azir,Taliyah,Bot,Top,Support,Jungle,Mid,Jungle,Support,Bot,Top,Mid,LCS,ESPORTSTMNT01_3308816
2175,LCS 2023 Spring,Week 3,Team Liquid,100 Thieves,0 - 1,2,13.1B,Zeri,Elise,Zilean,Gnar,Jhin,Karma,Ashe,Caitlyn,Varus,Maokai,Sivir,Sejuani,Jayce,Kassadin,Fiora,K'Sante,Jax,Renekton,Azir,Taliyah,Support,Jungle,Bot,Top,Mid,Bot,Support,Jungle,Top,Mid,LCS,ESPORTSTMNT01_3308783
2176,LCS 2023 Spring,Week 3,FlyQuest,Evil Geniuses.NA,1 - 0,1,13.1B,Varus,Maokai,Sejuani,Ashe,Sylas,Elise,Caitlyn,Lucian,Vi,Lux,Amumu,Nami,Jax,Kassadin,Gwen,Azir,Jayce,Sion,Irelia,Viktor,Bot,Support,Jungle,Top,Mid,Bot,Jungle,Support,Top,Mid,LCS,ESPORTSTMNT01_3308753
2177,LCS 2023 Spring,Week 3,Cloud9,TSM,1 - 0,1,13.1B,Azir,Caitlyn,Renekton,Elise,K'Sante,Ashe,Lulu,Lucian,Sejuani,Zeri,Jax,Nami,Vi,Jayce,Wukong,Kassadin,Ryze,Galio,Nocturne,Gnar,Support,Bot,Top,Mid,Jungle,Bot,Jungle,Support,Mid,Top,LCS,ESPORTSTMNT01_3307762
2178,LCS 2023 Spring,Week 2,Counter Logic Gaming,Immortals,0 - 1,2,13.1B,Wukong,Karma,Ryze,Ashe,Draven,Elise,Maokai,Lucian,Nami,Zeri,Lulu,K'Sante,Fiora,Sylas,Jax,Vi,Kindred,Gwen,Irelia,Azir,Jungle,Bot,Support,Top,Mid,Bot,Support,Top,Jungle,Mid,LCS,ESPORTSTMNT01_3301201
2179,LCS 2023 Spring,Week 2,Team Liquid,Golden Guardians,1 - 0,1,13.1B,Ashe,Kindred,Kassadin,Lucian,Maokai,Elise,Sejuani,Varus,Caitlyn,Xayah,Blitzcrank,Wukong,Fiora,Renekton,Jax,K'Sante,Gragas,Sylas,Aatrox,LeBlanc,Jungle,Bot,Support,Mid,Top,Bot,Support,Jungle,Top,Mid,LCS,ESPORTSTMNT01_3301190
2180,LCS 2023 Spring,Week 2,TSM,100 Thieves,0 - 1,2,13.1B,Sejuani,Elise,Wukong,Ashe,Kassadin,Caitlyn,Maokai,Lulu,Zeri,Lucian,Nami,Vi,Gnar,Ornn,Renekton,Jax,K'Sante,Azir,Gangplank,Zilean,Jungle,Bot,Support,Mid,Top,Support,Bot,Jungle,Top,Mid,LCS,ESPORTSTMNT01_3301178
2181,LCS 2023 Spring,Week 2,Dignitas,Evil Geniuses.NA,0 - 1,2,13.1B,Ashe,Gnar,Elise,Lucian,Caitlyn,Maokai,Lulu,Varus,Sejuani,Zeri,K'Sante,Fiora,Orianna,Sylas,Vi,Kassadin,Azir,Viktor,Wukong,Rakan,Support,Bot,Top,Mid,Jungle,Bot,Jungle,Top,Mid,Support,LCS,ESPORTSTMNT01_3300211
2182,LCS 2023 Spring,Week 2,FlyQuest,Cloud9,1 - 0,1,13.1B,Wukong,Elise,Varus,Maokai,Sejuani,Azir,Caitlyn,Ashe,Vi,Lux,K'Sante,Jhin,Nocturne,Gwen,Graves,Kassadin,Fiora,Sylas,Amumu,Akali,Bot,Support,Top,Mid,Jungle,Support,Jungle,Bot,Top,Mid,LCS,ESPORTSTMNT01_3300186
2183,LCS 2023 Spring,Week 2,Evil Geniuses,TSM,1 - 0,1,13.1B,Elise,Varus,Ashe,Sejuani,Ornn,Maokai,Lucian,Draven,Nami,Lulu,Vi,Wukong,Jax,Kassadin,Fiora,Azir,K'Sante,Gwen,Ryze,Galio,Bot,Support,Jungle,Top,Mid,Bot,Support,Jungle,Top,Mid,LCS,ESPORTSTMNT01_3299893
2184,LCS 2023 Spring,Week 2,Immortals,Team Liquid,0 - 1,2,13.1B,Elise,Kalista,Kindred,Maokai,Jax,Ashe,Nami,Lucian,Sejuani,Draven,K'Sante,Sona,Vi,Akali,Azir,Fiora,Ryze,Wukong,Kassadin,Renekton,Support,Bot,Top,Jungle,Mid,Bot,Jungle,Support,Mid,Top,LCS,ESPORTSTMNT01_3297964
2185,LCS 2023 Spring,Week 2,100 Thieves,Dignitas,1 - 0,1,13.1B,Gnar,Ashe,Caitlyn,Varus,Kassadin,Fiora,Lulu,Nami,Sejuani,Zeri,Vi,Lucian,Akali,Gwen,Galio,Olaf,K'Sante,Ornn,Azir,Viktor,Support,Bot,Jungle,Top,Mid,Support,Jungle,Bot,Top,Mid,LCS,ESPORTSTMNT01_3298902
2186,LCS 2023 Spring,Week 2,Golden Guardians,FlyQuest,0 - 1,2,13.1B,Gangplank,Elise,Ashe,Caitlyn,Maokai,Sejuani,K'Sante,Lucian,Wukong,Zeri,Lulu,Nami,Vi,Kassadin,Sylas,Gnar,Gwen,Azir,Poppy,Viktor,Top,Bot,Support,Mid,Jungle,Bot,Jungle,Support,Top,Mid,LCS,ESPORTSTMNT01_3298877
2187,LCS 2023 Spring,Week 2,Cloud9,Counter Logic Gaming,1 - 0,1,13.1B,Azir,Zeri,Sejuani,Ashe,Varus,Elise,Caitlyn,Karma,K'Sante,Kalista,Fiora,Wukong,Maokai,Kassadin,Udyr,Lissandra,Seraphine,Ahri,Vi,Orianna,Bot,Support,Top,Mid,Jungle,Support,Top,Jungle,Bot,Mid,LCS,ESPORTSTMNT01_3298856
2188,LCS 2023 Spring,Week 1,FlyQuest,Dignitas,1 - 0,1,13.1,Kassadin,Ryze,Yuumi,Ashe,Gnar,Lucian,Maokai,Sejuani,Varus,Sylas,K'Sante,Olaf,Zeri,Cassiopeia,Caitlyn,Heimerdinger,Akali,Ezreal,Karma,Lulu,Jungle,Mid,Top,Bot,Support,Jungle,Bot,Top,Mid,Support,LCS,ESPORTSTMNT02_3141970
