Unnamed: 0,League,Phase,Blue,Red,Score,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5,league_code,gameid,Winner,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5
788,LCK_2024_Season_Summer_Season,Week 4,T1,OKSavingsBank BRION,1 - 0,14.13,Renekton,Rumble,Senna,Sejuani,Jax,Ashe,Tristana,Corki,Ezreal,K'Sante,Nidalee,Zyra,Kalista,Leona,Kai'Sa,Mordekaiser,Poppy,Caitlyn,Braum,Rell,LCK,LOLTMNT03_115479,1,Mid,Top,Jungle,Bot,Support,Mid,Bot,Jungle,Top,Support
789,LCK_2024_Season_Summer_Season,Week 3,DN Freecs,Dplus KIA,1 - 2,14.12,Nautilus,Corki,LeBlanc,Tristana,Zeri,Rumble,Ezreal,Vi,Taliyah,Morgana,Yone,Renekton,K'Sante,Lucian,Rell,Kai'Sa,Kalista,Poppy,Leona,Renata Glasc,LCK,LOLTMNT02_129943,2,Bot,Jungle,Mid,Top,Support,Jungle,Mid,Top,Bot,Support
790,LCK_2024_Season_Summer_Season,Week 3,Dplus KIA,DN Freecs,1 - 1,14.12,Corki,Nautilus,Hwei,Rumble,Tristana,LeBlanc,Vi,Taliyah,Viego,Zeri,Twisted Fate,Jax,Kennen,Kalista,Skarner,Kai'Sa,Xayah,Gragas,Rakan,Rell,LCK,LOLTMNT02_129922,1,Jungle,Bot,Mid,Top,Support,Mid,Jungle,Top,Bot,Support
791,LCK_2024_Season_Summer_Season,Week 3,Dplus KIA,DN Freecs,0 - 1,14.12,Corki,Nautilus,Hwei,Rumble,Viego,Maokai,Vi,Tristana,Ezreal,Zeri,Taliyah,Morgana,Renekton,Leona,Gnar,K'Sante,Skarner,Lulu,Gragas,Rell,LCK,LOLTMNT02_127929,2,Jungle,Bot,Mid,Support,Top,Mid,Bot,Jungle,Top,Support
792,LCK_2024_Season_Summer_Season,Week 3,OKSavingsBank BRION,BNK FEARX,0 - 2,14.12,Vi,Tristana,Viego,Corki,Rumble,Renekton,Skarner,Xin Zhao,Taliyah,Sejuani,Azir,K'Sante,Ezreal,Alistar,Zeri,Ashe,Kalista,Xayah,Rakan,Nautilus,LCK,LOLTMNT02_127890,2,Top,Jungle,Mid,Bot,Support,Jungle,Mid,Top,Bot,Support
793,LCK_2024_Season_Summer_Season,Week 3,OKSavingsBank BRION,BNK FEARX,0 - 1,14.12,Vi,Tristana,Viego,Corki,Rumble,Renekton,Skarner,Ashe,K'Sante,Ezreal,Taliyah,Xin Zhao,Leona,LeBlanc,Yone,Ahri,Azir,Nautilus,Hwei,Rell,LCK,LOLTMNT02_127882,2,Top,Bot,Jungle,Support,Mid,Bot,Top,Jungle,Mid,Support
794,LCK_2024_Season_Summer_Season,Week 3,Nongshim RedForce,Hanwha Life Esports,0 - 2,14.12,Maokai,Senna,Ashe,Taliyah,Kalista,Rumble,Tristana,Sejuani,Ezreal,Kai'Sa,Skarner,Yone,Brand,Braum,Zyra,Alistar,Leona,Nidalee,Rell,Twisted Fate,LCK,LOLTMNT02_127527,2,Mid,Bot,Top,Jungle,Support,Jungle,Bot,Mid,Support,Top
795,LCK_2024_Season_Summer_Season,Week 3,Hanwha Life Esports,Nongshim RedForce,1 - 0,14.12,Taliyah,Maokai,Senna,Ashe,Tristana,Kalista,Rumble,Sejuani,Corki,Ezreal,Vi,Skarner,Yone,Zeri,Leona,Kai'Sa,Rakan,Azir,Alistar,Xayah,LCK,LOLTMNT02_127490,1,Top,Bot,Jungle,Mid,Support,Jungle,Mid,Top,Support,Bot
796,LCK_2024_Season_Summer_Season,Week 3,T1,KT Rolster,1 - 2,14.12,Senna,Corki,Ashe,Kalista,Rumble,Sejuani,Tristana,Skarner,Viego,K'Sante,Zeri,Azir,Nidalee,Jinx,Lulu,Leona,Ezreal,Zyra,Alistar,Braum,LCK,LOLTMNT02_129445,2,Mid,Top,Bot,Jungle,Support,Top,Jungle,Mid,Bot,Support
797,LCK_2024_Season_Summer_Season,Week 3,KT Rolster,T1,1 - 1,14.12,Corki,Senna,Ashe,Kalista,Tristana,Ezreal,Rumble,Zeri,Azir,Vi,Taliyah,Skarner,Kai'Sa,Lulu,Xayah,Sejuani,Viego,Jinx,Leona,Rakan,LCK,LOLTMNT02_127404,1,Top,Jungle,Mid,Bot,Support,Bot,Mid,Top,Jungle,Support
798,LCK_2024_Season_Summer_Season,Week 3,T1,KT Rolster,1 - 0,14.12,Senna,Corki,Ashe,Kalista,Rumble,Tristana,Skarner,K'Sante,Ezreal,Zeri,Azir,Taliyah,Sejuani,Vi,Xin Zhao,Viego,Lee Sin,Leona,Nidalee,Alistar,LCK,LOLTMNT02_127393,1,Top,Bot,Mid,Support,Jungle,Top,Bot,Mid,Jungle,Support
799,LCK_2024_Season_Summer_Season,Week 3,DRX,Gen.G,0 - 2,14.12,Nidalee,Sejuani,Kalista,Rumble,Diana,Senna,Zyra,Corki,Karthus,Tristana,Ezreal,Zeri,Alistar,Leona,Rakan,Gnar,Nautilus,Rell,Skarner,K'Sante,LCK,LOLTMNT02_124348,2,Jungle,Mid,Bot,Support,Top,Mid,Jungle,Bot,Support,Top
800,LCK_2024_Season_Summer_Season,Week 3,Gen.G,DRX,1 - 0,14.12,Sejuani,Rumble,Tristana,Zyra,Skarner,Kalista,Senna,Leona,Corki,Nidalee,Nautilus,Kai'Sa,Yone,Renekton,Lucian,Vi,Taliyah,Hwei,Kennen,Malphite,LCK,LOLTMNT02_124329,1,Bot,Jungle,Support,Mid,Top,Support,Mid,Bot,Jungle,Top
801,LCK_2024_Season_Summer_Season,Week 3,DN Freecs,BNK FEARX,2 - 0,14.12,Nautilus,Tristana,Ziggs,Corki,LeBlanc,Rumble,Ezreal,Skarner,Viego,K'Sante,Nidalee,Zeri,Ashe,Taliyah,Hwei,Akali,Leona,Alistar,Yone,Ahri,LCK,LOLTMNT02_124259,1,Bot,Top,Jungle,Support,Mid,Top,Jungle,Bot,Support,Mid
802,LCK_2024_Season_Summer_Season,Week 3,BNK FEARX,DN Freecs,0 - 1,14.12,Ashe,Rumble,Corki,Nautilus,Alistar,Kalista,Tristana,Ezreal,Nidalee,Maokai,Skarner,K'Sante,Zeri,Senna,Kai'Sa,Leona,Hwei,Ziggs,Rell,Rakan,LCK,LOLTMNT02_123240,2,Mid,Jungle,Top,Bot,Support,Bot,Jungle,Top,Mid,Support
803,LCK_2024_Season_Summer_Season,Week 3,KT Rolster,OKSavingsBank BRION,2 - 1,14.12,Sejuani,Senna,Kalista,Rumble,Corki,Tristana,Skarner,K'Sante,Taliyah,Viego,Ezreal,Yone,LeBlanc,Nautilus,Azir,Leona,Kai'Sa,Alistar,Ahri,Maokai,LCK,LOLTMNT02_121789,1,Top,Jungle,Bot,Support,Mid,Top,Jungle,Mid,Bot,Support
804,LCK_2024_Season_Summer_Season,Week 3,OKSavingsBank BRION,KT Rolster,1 - 1,14.12,Senna,Sejuani,Ashe,Rumble,Kalista,Vi,Skarner,Tristana,Nidalee,Taliyah,Corki,K'Sante,Kai'Sa,Alistar,Varus,Zeri,Ezreal,Aphelios,Nautilus,Leona,LCK,LOLTMNT02_121766,1,Top,Jungle,Mid,Bot,Support,Mid,Jungle,Top,Bot,Support
805,LCK_2024_Season_Summer_Season,Week 3,KT Rolster,OKSavingsBank BRION,1 - 0,14.12,Sejuani,Senna,Kalista,Rumble,Corki,Tristana,Skarner,Leona,Azir,Vi,Taliyah,Xin Zhao,Alistar,K'Sante,Rakan,Renekton,Ezreal,Caitlyn,Braum,Mordekaiser,LCK,LOLTMNT02_122734,1,Top,Jungle,Mid,Bot,Support,Support,Mid,Jungle,Bot,Top
806,LCK_2024_Season_Summer_Season,Week 3,Dplus KIA,Nongshim RedForce,2 - 0,14.12,Corki,Vi,Skarner,Rumble,Sylas,Ashe,Tristana,Zeri,Azir,Maokai,Gnar,Viego,Senna,Lulu,Alistar,Nautilus,K'Sante,Kalista,Renata Glasc,Rakan,LCK,LOLTMNT02_122697,1,Mid,Jungle,Top,Bot,Support,Bot,Mid,Jungle,Top,Support
807,LCK_2024_Season_Summer_Season,Week 3,Nongshim RedForce,Dplus KIA,0 - 1,14.12,Vi,Corki,Ashe,Skarner,Taliyah,Tristana,Hwei,Zeri,Rumble,Viego,Kai'Sa,Alistar,Nautilus,Azir,Rell,Sejuani,Lee Sin,Udyr,Leona,LeBlanc,LCK,LOLTMNT02_121685,2,Mid,Jungle,Bot,Top,Support,Bot,Top,Support,Jungle,Mid
808,LCK_2024_Season_Summer_Season,Week 3,Hanwha Life Esports,Gen.G,0 - 2,14.12,Zyra,Maokai,Kalista,Sejuani,Senna,Rumble,Nidalee,Corki,Ezreal,Zeri,Tristana,Skarner,Rakan,Leona,K'Sante,Karthus,Taliyah,Aatrox,Nautilus,Alistar,LCK,LOLTMNT02_121147,2,Jungle,Bot,Mid,Top,Support,Mid,Bot,Top,Jungle,Support
809,LCK_2024_Season_Summer_Season,Week 3,Gen.G,Hanwha Life Esports,1 - 0,14.12,Maokai,Senna,Sejuani,Rumble,Ashe,Kalista,Zyra,Tristana,Skarner,Ezreal,Leona,Nidalee,K'Sante,Rakan,Corki,Zeri,Rell,Mordekaiser,Lucian,Kai'Sa,LCK,LOLTMNT02_121098,1,Jungle,Bot,Support,Top,Mid,Mid,Top,Jungle,Support,Bot
810,LCK_2024_Season_Summer_Season,Week 3,T1,DRX,2 - 0,14.12,Hwei,Kalista,Senna,Ashe,Skarner,Rumble,Tristana,Leona,Zyra,Zeri,K'Sante,Corki,Lulu,Ezreal,Alistar,Kai'Sa,Jinx,Diana,Rakan,Malphite,LCK,LOLTMNT02_122043,1,Mid,Bot,Top,Jungle,Support,Support,Jungle,Mid,Bot,Top
811,LCK_2024_Season_Summer_Season,Week 3,T1,DRX,1 - 0,14.12,Hwei,Kalista,Sejuani,Ashe,Rumble,Twisted Fate,Senna,Skarner,Zyra,Tristana,Nautilus,Leona,K'Sante,Corki,Maokai,Zeri,Ezreal,Nidalee,Gnar,Azir,LCK,LOLTMNT02_122032,1,Bot,Mid,Support,Jungle,Top,Top,Jungle,Support,Bot,Mid
812,LCK_2024_Season_Summer_Season,Week 2,KT Rolster,Hanwha Life Esports,0 - 2,14.12,Maokai,Senna,Sejuani,Kalista,Tristana,Rumble,Corki,Ashe,Skarner,Zyra,Zeri,Yone,K'Sante,Nidalee,Leona,Morgana,Alistar,Nautilus,Renekton,Fiddlesticks,LCK,LOLTMNT02_115161,2,Mid,Jungle,Bot,Support,Top,Bot,Top,Mid,Support,Jungle
813,LCK_2024_Season_Summer_Season,Week 2,Hanwha Life Esports,KT Rolster,1 - 0,14.12,Ashe,Rumble,Senna,Maokai,Kalista,Taliyah,Sejuani,Corki,Zyra,Tristana,Zeri,Leona,Lulu,Ezreal,Alistar,Kai'Sa,Draven,Skarner,Rell,K'Sante,LCK,LOLTMNT02_115135,1,Jungle,Mid,Bot,Top,Support,Mid,Jungle,Support,Bot,Top
814,LCK_2024_Season_Summer_Season,Week 2,Gen.G,OKSavingsBank BRION,2 - 0,14.12,Tristana,Nidalee,Taliyah,Rumble,Renekton,Zyra,Senna,Nautilus,Viego,Ornn,Corki,Azir,Twisted Fate,Ziggs,Brand,Kai'Sa,Zeri,Skarner,Karthus,K'Sante,LCK,LOLTMNT02_114102,1,Bot,Support,Mid,Top,Jungle,Support,Jungle,Mid,Bot,Top
815,LCK_2024_Season_Summer_Season,Week 2,Gen.G,OKSavingsBank BRION,1 - 0,14.12,Tristana,Nidalee,Taliyah,Rumble,Renekton,Kalista,Senna,Corki,Sejuani,Nautilus,Zyra,Kai'Sa,Twisted Fate,Leona,Yone,Alistar,Rell,Skarner,Lucian,K'Sante,LCK,LOLTMNT02_115076,1,Bot,Support,Jungle,Top,Mid,Mid,Jungle,Bot,Support,Top
816,LCK_2024_Season_Summer_Season,Week 2,BNK FEARX,Dplus KIA,0 - 2,14.12,Corki,Kalista,Ashe,Rumble,Skarner,Senna,Tristana,Zeri,Taliyah,Maokai,Kai'Sa,Vi,Nautilus,Twisted Fate,Renekton,Lulu,Alistar,K'Sante,Rakan,Gnar,LCK,LOLTMNT02_112437,2,Mid,Jungle,Bot,Top,Support,Bot,Mid,Jungle,Support,Top
817,LCK_2024_Season_Summer_Season,Week 2,BNK FEARX,Dplus KIA,0 - 1,14.12,Corki,Kalista,Tristana,Rumble,Ashe,Taliyah,Vi,Nautilus,Azir,LeBlanc,Skarner,K'Sante,Kai'Sa,Senna,Leona,Xayah,Zeri,Jinx,Rell,Viego,LCK,LOLTMNT02_113473,2,Jungle,Mid,Top,Bot,Support,Support,Mid,Top,Bot,Jungle
818,LCK_2024_Season_Summer_Season,Week 2,Nongshim RedForce,DRX,2 - 1,14.12,Taliyah,Maokai,Ashe,Rumble,Azir,Tristana,Corki,Nautilus,Xin Zhao,Kai'Sa,Skarner,Hwei,Sejuani,K'Sante,Vi,Varus,Renekton,Leona,Brand,Zeri,LCK,LOLTMNT02_112296,1,Mid,Bot,Top,Support,Jungle,Support,Jungle,Mid,Top,Bot
819,LCK_2024_Season_Summer_Season,Week 2,DRX,Nongshim RedForce,1 - 1,14.12,Sejuani,Taliyah,Maokai,Ashe,Rumble,Kalista,Nautilus,Tristana,Kai'Sa,Azir,Skarner,K'Sante,Senna,Leona,Xin Zhao,Nidalee,Viego,Zeri,Jax,Alistar,LCK,LOLTMNT02_113368,1,Support,Mid,Top,Bot,Jungle,Mid,Bot,Top,Jungle,Support
820,LCK_2024_Season_Summer_Season,Week 2,Nongshim RedForce,DRX,1 - 0,14.12,Taliyah,Maokai,Ashe,Rumble,Senna,Kalista,Tristana,Nidalee,Kai'Sa,Sejuani,Skarner,Corki,Lucian,Renekton,Alistar,K'Sante,Leona,Zeri,Lulu,Camille,LCK,LOLTMNT02_112272,1,Mid,Jungle,Top,Bot,Support,Jungle,Bot,Mid,Support,Top
821,LCK_2024_Season_Summer_Season,Week 2,DN Freecs,T1,1 - 2,14.12,Senna,Maokai,Ashe,K'Sante,Kalista,Tristana,Rumble,Sejuani,Corki,Vi,Kai'Sa,Skarner,Taliyah,Lucian,Nautilus,Renata Glasc,Zeri,Yone,Leona,Alistar,LCK,LOLTMNT02_110815,2,Top,Jungle,Bot,Mid,Support,Jungle,Mid,Top,Bot,Support
822,LCK_2024_Season_Summer_Season,Week 2,T1,DN Freecs,1 - 1,14.12,Zeri,Senna,Sejuani,Ashe,Rumble,Tristana,Skarner,K'Sante,Corki,Kalista,Neeko,Maokai,Yone,Ezreal,Nidalee,Alistar,Taliyah,Ahri,Viego,Nautilus,LCK,LOLTMNT02_111684,1,Top,Bot,Support,Mid,Jungle,Top,Mid,Jungle,Bot,Support
823,LCK_2024_Season_Summer_Season,Week 2,T1,DN Freecs,0 - 1,14.12,K'Sante,Senna,Skarner,Rumble,Jax,Ashe,Sejuani,Tristana,Maokai,Corki,Gnar,Aatrox,Kalista,Kai'Sa,Lucian,Alistar,Zeri,Ezreal,Leona,Rell,LCK,LOLTMNT02_110747,2,Jungle,Mid,Top,Bot,Support,Mid,Jungle,Top,Bot,Support
824,LCK_2024_Season_Summer_Season,Week 2,OKSavingsBank BRION,Hanwha Life Esports,0 - 2,14.12,Maokai,Senna,Ashe,Rumble,Vi,Tristana,Skarner,Sejuani,Corki,Taliyah,Yone,Zeri,Leona,Alistar,Nautilus,Rakan,Twisted Fate,Kai'Sa,Rell,Poppy,LCK,LOLTMNT02_111598,2,Top,Jungle,Mid,Bot,Support,Jungle,Mid,Bot,Top,Support
825,LCK_2024_Season_Summer_Season,Week 2,OKSavingsBank BRION,Hanwha Life Esports,0 - 1,14.12,Maokai,Senna,Ashe,Rumble,Vi,Tristana,Skarner,Corki,Sejuani,Taliyah,Yone,Kai'Sa,Kalista,Alistar,Leona,Twisted Fate,Aatrox,Zeri,Nautilus,Rell,LCK,LOLTMNT02_110673,2,Top,Jungle,Mid,Bot,Support,Mid,Jungle,Bot,Top,Support
826,LCK_2024_Season_Summer_Season,Week 2,BNK FEARX,DRX,0 - 2,14.12,Senna,Maokai,Ashe,Rumble,Renekton,Kalista,Taliyah,Skarner,Tristana,Vi,K'Sante,Kai'Sa,Rakan,Nidalee,Varus,Xin Zhao,Leona,Zeri,Alistar,Viego,LCK,LOLTMNT02_110137,2,Mid,Jungle,Top,Bot,Support,Top,Mid,Bot,Support,Jungle
827,LCK_2024_Season_Summer_Season,Week 2,DRX,BNK FEARX,1 - 0,14.12,Maokai,Senna,Rumble,Taliyah,Kalista,Skarner,Ashe,Tristana,Nidalee,Renekton,Xin Zhao,K'Sante,Braum,Varus,Azir,Leona,Alistar,Rakan,Hwei,Jhin,LCK,LOLTMNT02_111045,1,Bot,Top,Jungle,Support,Mid,Mid,Jungle,Top,Support,Bot
828,LCK_2024_Season_Summer_Season,Week 2,KT Rolster,Gen.G,0 - 2,14.12,Tristana,Kalista,Nidalee,Senna,Skarner,Rumble,Ashe,Corki,Zeri,Sejuani,Yone,Zyra,Nautilus,Leona,Alistar,K'Sante,Blitzcrank,Jax,Lulu,Udyr,LCK,LOLTMNT02_110032,2,Bot,Jungle,Mid,Top,Support,Mid,Bot,Jungle,Support,Top
829,LCK_2024_Season_Summer_Season,Week 2,KT Rolster,Gen.G,0 - 1,14.12,Tristana,Kalista,Nidalee,Senna,Skarner,Rumble,Ashe,Corki,Zeri,Sejuani,Yone,Leona,Braum,Karthus,Alistar,Lillia,Zyra,Jax,Seraphine,K'Sante,LCK,LOLTMNT02_110020,2,Bot,Jungle,Mid,Top,Support,Mid,Bot,Support,Jungle,Top
830,LCK_2024_Season_Summer_Season,Week 2,Dplus KIA,T1,0 - 2,14.12,Senna,Vi,Kalista,Skarner,Jax,Yone,Nidalee,Ashe,Tristana,Twisted Fate,Corki,Sejuani,Zeri,Rumble,Ezreal,Varus,Camille,Lucian,Nami,Draven,LCK,LOLTMNT02_108563,2,Jungle,Top,Mid,Bot,Support,Support,Mid,Jungle,Top,Bot
831,LCK_2024_Season_Summer_Season,Week 2,Dplus KIA,T1,0 - 1,14.12,Senna,Vi,Twisted Fate,Skarner,Kalista,Yone,Nidalee,Rumble,Ashe,Tristana,Aatrox,Corki,Ezreal,Varus,Lucian,Lee Sin,Sejuani,Zeri,Leona,Renata Glasc,LCK,LOLTMNT02_108532,2,Jungle,Mid,Top,Bot,Support,Top,Bot,Mid,Jungle,Support
832,LCK_2024_Season_Summer_Season,Week 2,Nongshim RedForce,DN Freecs,0 - 2,14.12,Ashe,Nautilus,Maokai,Vi,Nidalee,Sejuani,Skarner,Tristana,Rumble,Azir,Kai'Sa,Viego,Poppy,Kalista,Lee Sin,Lucian,Zeri,Xin Zhao,Rell,Alistar,LCK,LOLTMNT02_109469,2,Top,Mid,Bot,Jungle,Support,Mid,Top,Jungle,Bot,Support
833,LCK_2024_Season_Summer_Season,Week 2,Nongshim RedForce,DN Freecs,0 - 1,14.12,Ashe,Nautilus,Maokai,Vi,Rumble,Sejuani,Skarner,Tristana,Nidalee,Taliyah,Corki,K'Sante,Kalista,Lucian,Zeri,Braum,Kai'Sa,Ezreal,Leona,Alistar,LCK,LOLTMNT02_108451,2,Top,Jungle,Mid,Bot,Support,Mid,Jungle,Top,Bot,Support
834,LCK_2024_Season_Summer_Season,Week 1,T1,Gen.G,0 - 2,14.11,Corki,Senna,Rumble,Kalista,Zeri,Ashe,Tristana,Skarner,Nidalee,Taliyah,K'Sante,Yone,Alistar,Nautilus,Lucian,Renata Glasc,Leona,Jhin,Rell,Ezreal,LCK,LOLTMNT01_126571,2,Mid,Jungle,Top,Bot,Support,Top,Jungle,Mid,Support,Bot
835,LCK_2024_Season_Summer_Season,Week 1,Gen.G,T1,1 - 0,14.11,Ashe,Tristana,Azir,Rumble,Kalista,Senna,Skarner,Sejuani,Varus,Nidalee,Corki,Taliyah,Zeri,Alistar,Nautilus,Renata Glasc,Twisted Fate,Leona,Ezreal,Rell,LCK,LOLTMNT01_126562,1,Top,Jungle,Mid,Support,Bot,Jungle,Bot,Mid,Top,Support
836,LCK_2024_Season_Summer_Season,Week 1,Hanwha Life Esports,DRX,2 - 1,14.11,Taliyah,Maokai,Hwei,Sejuani,Senna,Kalista,Ashe,Rumble,Corki,Skarner,Azir,Jhin,Alistar,Leona,Nautilus,Xin Zhao,Vi,Rell,Viego,Rakan,LCK,LOLTMNT01_126521,1,Bot,Top,Mid,Support,Jungle,Top,Mid,Bot,Jungle,Support
837,LCK_2024_Season_Summer_Season,Week 1,DRX,Hanwha Life Esports,1 - 1,14.11,Maokai,Taliyah,Sejuani,Senna,Kalista,Ashe,Skarner,Rumble,Vi,Xin Zhao,Kai'Sa,Azir,Hwei,Rakan,Nautilus,Alistar,Vayne,Aurelion Sol,Leona,Renata Glasc,LCK,LOLTMNT01_127475,1,Top,Jungle,Bot,Mid,Support,Top,Jungle,Mid,Bot,Support
838,LCK_2024_Season_Summer_Season,Week 1,DRX,Hanwha Life Esports,0 - 1,14.11,Maokai,Taliyah,Sejuani,Senna,Kalista,Ashe,Skarner,Rumble,Vi,Viego,Hwei,Tristana,Lucian,Rakan,Nautilus,Kai'Sa,Zeri,Xayah,Leona,Alistar,LCK,LOLTMNT01_127469,2,Top,Jungle,Mid,Bot,Support,Top,Jungle,Mid,Bot,Support
839,LCK_2024_Season_Summer_Season,Week 1,Dplus KIA,KT Rolster,2 - 1,14.11,Senna,Maokai,Ashe,Kalista,Twisted Fate,Tristana,Vi,Skarner,Varus,Taliyah,Zeri,Nautilus,Rumble,Nidalee,K'Sante,Poppy,Veigar,Rakan,Aatrox,Kindred,LCK,LOLTMNT01_126176,1,Jungle,Mid,Bot,Support,Top,Top,Bot,Support,Mid,Jungle
840,LCK_2024_Season_Summer_Season,Week 1,KT Rolster,Dplus KIA,1 - 1,14.11,Vi,Senna,Maokai,Ashe,Tristana,Nautilus,Kalista,Skarner,Taliyah,Sejuani,Rumble,Poppy,Renata Glasc,Lucian,Rell,Zeri,Corki,Neeko,Jayce,Leona,LCK,LOLTMNT01_127122,1,Bot,Jungle,Top,Support,Mid,Top,Mid,Jungle,Bot,Support
841,LCK_2024_Season_Summer_Season,Week 1,KT Rolster,Dplus KIA,0 - 1,14.11,Vi,Senna,Maokai,Ashe,Tristana,Nautilus,Kalista,Skarner,Taliyah,Sejuani,Rumble,Poppy,Renata Glasc,Lucian,Rell,Zeri,Corki,Yone,Neeko,Leona,LCK,LOLTMNT01_127114,2,Bot,Jungle,Top,Mid,Support,Top,Mid,Jungle,Bot,Support
842,LCK_2024_Season_Summer_Season,Week 1,OKSavingsBank BRION,DN Freecs,1 - 2,14.11,Maokai,Nautilus,K'Sante,Taliyah,Ashe,Kalista,Rumble,Skarner,Corki,Tristana,Kai'Sa,Zeri,Vi,Lillia,Lee Sin,Karthus,Nidalee,Xin Zhao,Rell,Alistar,LCK,LOLTMNT01_126081,2,Top,Mid,Bot,Jungle,Support,Top,Mid,Bot,Jungle,Support
843,LCK_2024_Season_Summer_Season,Week 1,OKSavingsBank BRION,DN Freecs,1 - 1,14.11,Ashe,Nautilus,K'Sante,Taliyah,Maokai,Kalista,Rumble,Skarner,Senna,Tristana,Kai'Sa,Corki,Rell,Seraphine,Sejuani,Ornn,Tahm Kench,Xin Zhao,Leona,Lillia,LCK,LOLTMNT01_127037,1,Top,Mid,Bot,Jungle,Support,Top,Bot,Mid,Support,Jungle
844,LCK_2024_Season_Summer_Season,Week 1,OKSavingsBank BRION,DN Freecs,0 - 1,14.11,Ashe,Nautilus,K'Sante,Taliyah,Senna,Nidalee,Rumble,Maokai,Skarner,Sejuani,Tristana,Corki,Kalista,Lucian,Kai'Sa,Leona,Zeri,Rell,Jhin,Alistar,LCK,LOLTMNT01_126054,2,Top,Jungle,Mid,Support,Bot,Jungle,Top,Mid,Bot,Support
845,LCK_2024_Season_Summer_Season,Week 1,T1,Nongshim RedForce,2 - 0,14.11,Jax,Ashe,Corki,Skarner,Rumble,Twisted Fate,Senna,Nautilus,Tristana,Ornn,Azir,Ziggs,Kennen,Nidalee,Viego,Vayne,Sejuani,K'Sante,Vi,Aatrox,LCK,LOLTMNT01_125566,1,Bot,Support,Mid,Top,Jungle,Support,Mid,Bot,Jungle,Top
846,LCK_2024_Season_Summer_Season,Week 1,T1,Nongshim RedForce,1 - 0,14.11,Jax,Ashe,Corki,Skarner,Rumble,Twisted Fate,Senna,Tristana,Nautilus,Viego,Azir,Ziggs,Ornn,Nidalee,Camille,Maokai,Sejuani,Tahm Kench,Kennen,Gnar,LCK,LOLTMNT01_123547,1,Bot,Jungle,Mid,Support,Top,Mid,Support,Bot,Jungle,Top
847,LCK_2024_Season_Summer_Season,Week 1,BNK FEARX,Gen.G,0 - 2,14.11,Nidalee,Vi,Skarner,Kalista,Rumble,Maokai,Tristana,Senna,Nautilus,Ziggs,Rell,Corki,Sejuani,Taliyah,Lee Sin,Jax,Twisted Fate,Kennen,Xin Zhao,Karthus,LCK,LOLTMNT01_125494,2,Mid,Bot,Support,Top,Jungle,Bot,Support,Mid,Top,Jungle
848,LCK_2024_Season_Summer_Season,Week 1,Gen.G,BNK FEARX,1 - 0,14.11,Vi,Nidalee,Maokai,Tristana,Kalista,Senna,Rumble,Skarner,Varus,Sejuani,Corki,Taliyah,Lucian,Nautilus,Ashe,Blitzcrank,Xin Zhao,Zeri,Lulu,Rell,LCK,LOLTMNT01_123488,1,Top,Jungle,Mid,Bot,Support,Top,Bot,Mid,Jungle,Support
849,LCK_2024_Season_Summer_Season,Week 1,OKSavingsBank BRION,DRX,1 - 2,14.11,Kalista,Maokai,Skarner,Senna,Ashe,Rumble,Tristana,Renekton,Taliyah,Lillia,K'Sante,Corki,Varus,Lucian,Rell,Ziggs,Kai'Sa,Leona,Jhin,Nautilus,LCK,LOLTMNT01_122184,2,Mid,Jungle,Top,Support,Bot,Top,Jungle,Mid,Bot,Support
850,LCK_2024_Season_Summer_Season,Week 1,DRX,OKSavingsBank BRION,1 - 1,14.11,Maokai,Rumble,Tristana,Skarner,Senna,Kalista,Renekton,Ashe,Nidalee,Taliyah,Jhin,Corki,Vi,K'Sante,Yone,Jax,Leona,Rell,Hwei,Udyr,LCK,LOLTMNT01_121238,1,Top,Jungle,Bot,Support,Mid,Bot,Jungle,Mid,Support,Top
851,LCK_2024_Season_Summer_Season,Week 1,OKSavingsBank BRION,DRX,1 - 0,14.11,Kalista,Maokai,Skarner,Rumble,Senna,Ashe,Tristana,Nidalee,Corki,Taliyah,Renekton,K'Sante,Leona,Ziggs,Varus,Lucian,Rell,Kai'Sa,Nautilus,Jayce,LCK,LOLTMNT01_121204,1,Mid,Jungle,Top,Bot,Support,Jungle,Bot,Top,Support,Mid
852,LCK_2024_Season_Summer_Season,Week 1,KT Rolster,DN Freecs,0 - 2,14.11,Rumble,Kalista,Tristana,Nautilus,K'Sante,Skarner,Ashe,Corki,Maokai,Taliyah,Vi,Jhin,Jax,Rell,Twisted Fate,Leona,Camille,Renekton,Seraphine,Blitzcrank,LCK,LOLTMNT01_121156,2,Bot,Mid,Jungle,Top,Support,Mid,Jungle,Bot,Top,Support
853,LCK_2024_Season_Summer_Season,Week 1,KT Rolster,DN Freecs,0 - 1,14.11,Rumble,Kalista,Ziggs,Nautilus,Skarner,Nidalee,Senna,Ashe,Tristana,Sejuani,Jax,Maokai,Vi,Milio,Corki,Poppy,K'Sante,Tahm Kench,Aurelion Sol,Seraphine,LCK,LOLTMNT01_122073,2,Bot,Jungle,Top,Support,Mid,Bot,Mid,Jungle,Top,Support
