Unnamed: 0,League,Phase,Blue,Red,Score,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5,league_code,gameid,Winner,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5
722,LCK_2024_Season_Summer_Season,Week 6,KT Rolster,Nongshim RedForce,1 - 0,14.14,Sejuani,Rumble,Ashe,Azir,Nidalee,Taliyah,Ezreal,Renekton,Corki,Ivern,Lucian,Brand,Gnar,Kalista,Leona,Senna,Zeri,Rell,K'Sante,Rakan,LCK,LOLTMNT01_153007,1,Bot,Jungle,Mid,Support,Top,Top,Mid,Jungle,Bot,Support
723,LCK_2024_Season_Summer_Season,Week 6,DRX,T1,0 - 2,14.14,Caitlyn,Rumble,Ashe,Ezreal,Corki,Neeko,Kalista,Azir,Vi,Renata Glasc,Aurelion Sol,Kennen,Viego,Rakan,Renekton,Senna,Draven,Xin Zhao,K'Sante,Soraka,LCK,LOLTMNT01_151960,2,Bot,Support,Mid,Jungle,Top,Mid,Jungle,Top,Bot,Support
724,LCK_2024_Season_Summer_Season,Week 6,DRX,T1,0 - 1,14.14,Caitlyn,Sejuani,Ashe,Ezreal,Corki,Rumble,Kalista,Azir,Senna,Neeko,Renekton,Ornn,Yone,Kennen,Taliyah,Jayce,Vi,Viego,Aurelion Sol,Poppy,LCK,LOLTMNT01_151950,2,Bot,Support,Top,Jungle,Mid,Mid,Bot,Support,Jungle,Top
725,LCK_2024_Season_Summer_Season,Week 6,DN Freecs,Gen.G,0 - 2,14.14,Zyra,Tristana,Nidalee,Rumble,LeBlanc,Renekton,Ezreal,Zeri,Sejuani,Leona,Poppy,Rakan,Azir,Yone,Lucian,Corki,Kennen,Gnar,Ziggs,Jhin,LCK,LOLTMNT01_152545,2,Bot,Support,Jungle,Top,Mid,Mid,Jungle,Support,Top,Bot
726,LCK_2024_Season_Summer_Season,Week 6,Gen.G,DN Freecs,1 - 0,14.14,Ashe,Nidalee,Tristana,Rumble,Alistar,Lucian,Ezreal,Zeri,Corki,Leona,Zyra,Rakan,Yone,Sejuani,Jayce,Gnar,Zac,Draven,K'Sante,Aatrox,LCK,LOLTMNT01_151627,1,Bot,Support,Jungle,Mid,Top,Bot,Mid,Support,Jungle,Top
727,LCK_2024_Season_Summer_Season,Week 6,Hanwha Life Esports,Dplus KIA,2 - 1,14.14,Vi,Ivern,Lee Sin,Rumble,LeBlanc,Ezreal,Zeri,Sejuani,Renekton,Maokai,Gnar,Kai'Sa,Alistar,Taliyah,Corki,Twisted Fate,Jayce,Tristana,Leona,Poppy,LCK,LOLTMNT01_152480,1,Bot,Jungle,Top,Mid,Support,Jungle,Top,Bot,Mid,Support
728,LCK_2024_Season_Summer_Season,Week 6,Dplus KIA,Hanwha Life Esports,1 - 1,14.14,Renekton,Lee Sin,Maokai,Vi,Ivern,Ezreal,Rumble,Zeri,Sejuani,Poppy,LeBlanc,K'Sante,Ashe,Azir,Kalista,Lulu,Corki,Kai'Sa,Wukong,Braum,LCK,LOLTMNT01_152477,1,Top,Support,Mid,Bot,Jungle,Bot,Jungle,Top,Mid,Support
729,LCK_2024_Season_Summer_Season,Week 6,Hanwha Life Esports,Dplus KIA,1 - 0,14.14,Lee Sin,Renekton,Vi,Rumble,Ashe,Maokai,Ezreal,Sejuani,Azir,Ivern,Corki,Gnar,Leona,Zeri,Alistar,Kalista,Aphelios,K'Sante,Rell,Renata Glasc,LCK,LOLTMNT01_152468,1,Bot,Jungle,Mid,Top,Support,Jungle,Mid,Top,Bot,Support
730,LCK_2024_Season_Summer_Season,Week 6,T1,KT Rolster,2 - 1,14.14,Ezreal,Ashe,Lucian,Rumble,Renekton,Azir,Corki,Jayce,Ivern,Nidalee,K'Sante,Mordekaiser,Senna,Leona,Miss Fortune,Kalista,Zeri,Caitlyn,Lux,Nautilus,LCK,LOLTMNT01_152170,1,Mid,Jungle,Top,Bot,Support,Mid,Jungle,Top,Bot,Support
731,LCK_2024_Season_Summer_Season,Week 6,KT Rolster,T1,1 - 1,14.14,Ashe,Ezreal,Azir,Corki,Kennen,Rumble,Renekton,Sejuani,Jayce,Ivern,Lucian,Taliyah,Ziggs,Kalista,Zeri,Miss Fortune,Senna,Seraphine,Leona,Lee Sin,LCK,LOLTMNT01_152162,1,Top,Jungle,Mid,Bot,Support,Support,Top,Mid,Bot,Jungle
732,LCK_2024_Season_Summer_Season,Week 6,KT Rolster,T1,0 - 1,14.14,Ashe,Ezreal,Jayce,Corki,Sejuani,Rumble,Renekton,Azir,Kennen,Vi,Taliyah,Poppy,Senna,Kalista,Leona,Alistar,Miss Fortune,Xayah,Rakan,Rell,LCK,LOLTMNT01_152156,2,Top,Jungle,Mid,Bot,Support,Mid,Top,Jungle,Bot,Support
733,LCK_2024_Season_Summer_Season,Week 6,OKSavingsBank BRION,BNK FEARX,0 - 2,14.14,Vi,Renekton,Corki,Ashe,Zeri,Ezreal,Rumble,Sejuani,Kennen,Maokai,Tristana,Yone,Kalista,Senna,Jhin,Miss Fortune,Kai'Sa,Xayah,Alistar,Rakan,LCK,LOLTMNT01_152131,2,Top,Jungle,Mid,Bot,Support,Jungle,Top,Mid,Bot,Support
734,LCK_2024_Season_Summer_Season,Week 6,BNK FEARX,OKSavingsBank BRION,1 - 0,14.14,Ashe,Rumble,Sejuani,Corki,Lucian,Renekton,Gnar,Zyra,Ezreal,Vi,Zeri,Jax,Rakan,Tristana,Ahri,Leona,Alistar,Rell,LeBlanc,Yone,LCK,LOLTMNT01_151223,1,Top,Jungle,Bot,Support,Mid,Jungle,Bot,Top,Support,Mid
735,LCK_2024_Season_Summer_Season,Week 6,DRX,Dplus KIA,0 - 2,14.14,LeBlanc,Renekton,Lee Sin,Corki,Vi,Rumble,Ezreal,Sejuani,Ashe,Maokai,Lucian,Renata Glasc,Karma,Taliyah,Rakan,Twisted Fate,Azir,Gnar,Alistar,Jayce,LCK,LOLTMNT01_150875,2,Bot,Jungle,Mid,Top,Support,Jungle,Bot,Support,Mid,Top
736,LCK_2024_Season_Summer_Season,Week 6,Dplus KIA,DRX,1 - 0,14.14,Renekton,Lee Sin,Corki,Vi,Sejuani,Rumble,Ezreal,Ashe,Nidalee,Viego,LeBlanc,Tristana,Karma,Renata Glasc,Rakan,Braum,Leona,Gnar,Alistar,K'Sante,LCK,LOLTMNT01_149936,1,Bot,Jungle,Mid,Top,Support,Bot,Jungle,Mid,Support,Top
737,LCK_2024_Season_Summer_Season,Week 6,Hanwha Life Esports,DN Freecs,2 - 0,14.14,Nidalee,Maokai,Ashe,Yone,Tristana,Ezreal,Rumble,K'Sante,Corki,Sejuani,Lucian,Zyra,Kalista,Leona,Aphelios,Zeri,Caitlyn,Miss Fortune,Rell,Braum,LCK,LOLTMNT01_149909,1,Top,Jungle,Mid,Bot,Support,Top,Mid,Jungle,Bot,Support
738,LCK_2024_Season_Summer_Season,Week 6,Hanwha Life Esports,DN Freecs,1 - 0,14.14,Nidalee,Maokai,Ashe,Yone,Tristana,Ezreal,Rumble,K'Sante,Zyra,Sejuani,Lucian,Zeri,Nami,Leona,Kalista,Alistar,Corki,Jhin,Rell,Nautilus,LCK,LOLTMNT01_149897,1,Top,Jungle,Mid,Bot,Support,Top,Jungle,Bot,Mid,Support
739,LCK_2024_Season_Summer_Season,Week 6,OKSavingsBank BRION,Gen.G,0 - 2,14.14,Corki,Rumble,Azir,Renekton,Nidalee,Gnar,Sejuani,Ashe,Maokai,Ezreal,Yone,Lucian,Karma,Braum,Rakan,K'Sante,Renata Glasc,Leona,Jax,Udyr,LCK,LOLTMNT01_149544,2,Jungle,Bot,Mid,Support,Top,Bot,Jungle,Mid,Support,Top
740,LCK_2024_Season_Summer_Season,Week 6,OKSavingsBank BRION,Gen.G,0 - 1,14.14,Corki,Rumble,Azir,Ashe,Nidalee,Renekton,Sejuani,Ezreal,Maokai,Gnar,Zeri,Leona,Braum,Jayce,LeBlanc,Gangplank,Kalista,Rakan,Yone,Lucian,LCK,LOLTMNT01_149527,2,Jungle,Top,Bot,Support,Mid,Bot,Jungle,Support,Top,Mid
741,LCK_2024_Season_Summer_Season,Week 6,Nongshim RedForce,BNK FEARX,0 - 2,14.14,Vi,Sejuani,Renekton,Ezreal,Rumble,Poppy,Ashe,Gnar,Corki,Braum,Lucian,Maokai,Zyra,Ziggs,Nidalee,Renata Glasc,Senna,Ivern,Aatrox,Brand,LCK,LOLTMNT01_149503,2,Bot,Support,Mid,Jungle,Top,Top,Mid,Support,Bot,Jungle
742,LCK_2024_Season_Summer_Season,Week 6,BNK FEARX,Nongshim RedForce,1 - 0,14.14,Sejuani,Vi,Gnar,Ashe,Ezreal,Rumble,Renekton,K'Sante,Corki,Zyra,Yone,Nidalee,Kalista,Senna,Ziggs,Leona,Miss Fortune,Zeri,Rakan,Nautilus,LCK,LOLTMNT01_150466,1,Top,Jungle,Mid,Bot,Support,Top,Mid,Jungle,Bot,Support
743,LCK_2024_Season_Summer_Season,Week 5,DRX,Nongshim RedForce,0 - 2,14.13,Brand,Rumble,Ezreal,Kalista,Kai'Sa,Ashe,Zeri,Senna,Ornn,Sejuani,Azir,Corki,Lulu,Zyra,Renekton,Aatrox,Gnar,Jax,Nautilus,Maokai,LCK,LOLTMNT03_130471,2,Bot,Jungle,Mid,Top,Support,Bot,Support,Mid,Top,Jungle
744,LCK_2024_Season_Summer_Season,Week 5,DRX,Nongshim RedForce,0 - 1,14.13,Brand,Rumble,Ezreal,Kalista,Ashe,Zyra,Zeri,Corki,Sejuani,Poppy,Azir,Kai'Sa,Lulu,Leona,Renekton,Aatrox,Gnar,Alistar,Jax,Nautilus,LCK,LOLTMNT03_130460,2,Bot,Jungle,Mid,Support,Top,Mid,Jungle,Bot,Top,Support
745,LCK_2024_Season_Summer_Season,Week 5,KT Rolster,BNK FEARX,1 - 2,14.13,Corki,Rumble,Ashe,Kalista,Renekton,Tristana,Ezreal,Zeri,Vi,Sejuani,Azir,Ahri,Leona,Rakan,Poppy,Rell,Alistar,Gnar,Braum,Kennen,LCK,LOLTMNT03_130370,2,Bot,Jungle,Mid,Top,Support,Bot,Jungle,Mid,Support,Top
746,LCK_2024_Season_Summer_Season,Week 5,BNK FEARX,KT Rolster,1 - 1,14.13,Kalista,Rumble,Ezreal,Corki,Tristana,Ashe,Renekton,Azir,Sejuani,Vi,Zeri,K'Sante,Taliyah,Caitlyn,Lulu,Xayah,Alistar,Rakan,Ahri,Nilah,LCK,LOLTMNT03_129383,1,Top,Jungle,Bot,Support,Mid,Mid,Jungle,Top,Support,Bot
747,LCK_2024_Season_Summer_Season,Week 5,KT Rolster,BNK FEARX,1 - 0,14.13,Corki,Rumble,Ashe,Kalista,Vi,Tristana,Ezreal,Renekton,Zyra,Sejuani,Azir,Yone,Jax,Senna,Braum,Ziggs,Miss Fortune,Leona,K'Sante,Alistar,LCK,LOLTMNT03_129380,1,Bot,Jungle,Mid,Support,Top,Top,Jungle,Mid,Bot,Support
748,LCK_2024_Season_Summer_Season,Week 5,Gen.G,Dplus KIA,2 - 1,14.13,Vi,Rumble,Lee Sin,Corki,Ezreal,Tristana,Nidalee,Kalista,Viego,Senna,Azir,Renata Glasc,K'Sante,Taliyah,Nautilus,Twisted Fate,Ziggs,Renekton,Maokai,Gangplank,LCK,LOLTMNT03_129140,1,Jungle,Bot,Mid,Top,Support,Bot,Jungle,Support,Mid,Top
749,LCK_2024_Season_Summer_Season,Week 5,Dplus KIA,Gen.G,1 - 1,14.13,Nautilus,Rumble,Corki,Vi,Tristana,Lee Sin,Ezreal,Ashe,Nidalee,Sejuani,LeBlanc,Azir,Rakan,K'Sante,Braum,Leona,Alistar,Karma,Gnar,Jax,LCK,LOLTMNT03_130102,2,Bot,Jungle,Mid,Support,Top,Bot,Jungle,Mid,Support,Top
750,LCK_2024_Season_Summer_Season,Week 5,Gen.G,Dplus KIA,0 - 1,14.13,Vi,Rumble,Sejuani,Corki,LeBlanc,Tristana,Nidalee,Ezreal,Lee Sin,K'Sante,Yone,Gnar,Nautilus,Karma,Kalista,Leona,Twisted Fate,Ashe,Braum,Rakan,LCK,LOLTMNT03_130077,2,Jungle,Top,Mid,Bot,Support,Bot,Jungle,Top,Mid,Support
751,LCK_2024_Season_Summer_Season,Week 5,T1,Hanwha Life Esports,0 - 2,14.13,Maokai,Rumble,Ezreal,Ashe,Tristana,Sejuani,Nidalee,Renekton,Corki,Lucian,Gnar,Zyra,Kalista,Zeri,Leona,Kai'Sa,Miss Fortune,Jhin,Braum,Alistar,LCK,LOLTMNT03_129067,2,Jungle,Mid,Top,Bot,Support,Top,Mid,Jungle,Bot,Support
752,LCK_2024_Season_Summer_Season,Week 5,T1,Hanwha Life Esports,0 - 1,14.13,Maokai,Rumble,Ezreal,Sejuani,Tristana,Ashe,Nidalee,Vi,Zeri,Renekton,Corki,Taliyah,Kalista,Gnar,Xayah,Rakan,Jax,Kai'Sa,Leona,Alistar,LCK,LOLTMNT03_129062,2,Jungle,Top,Mid,Bot,Support,Jungle,Bot,Mid,Top,Support
753,LCK_2024_Season_Summer_Season,Week 5,OKSavingsBank BRION,DN Freecs,2 - 1,14.13,Nidalee,Renekton,Corki,Rumble,Ezreal,Tristana,Yone,Gnar,Viego,Sejuani,Zeri,Ashe,Kennen,Braum,Rakan,Alistar,Leona,Rell,Jax,Taliyah,LCK,LOLTMNT03_127805,1,Mid,Jungle,Bot,Support,Top,Top,Jungle,Bot,Support,Mid
754,LCK_2024_Season_Summer_Season,Week 5,DN Freecs,OKSavingsBank BRION,1 - 1,14.13,Renekton,Nidalee,Zeri,Tristana,Zyra,Rumble,Ezreal,Corki,K'Sante,Sejuani,Yone,Ashe,Aatrox,Maokai,Alistar,Braum,Leona,Gnar,Rakan,Brand,LCK,LOLTMNT03_128790,1,Bot,Jungle,Mid,Top,Support,Mid,Top,Bot,Support,Jungle
755,LCK_2024_Season_Summer_Season,Week 5,DN Freecs,OKSavingsBank BRION,0 - 1,14.13,Renekton,Rumble,LeBlanc,Tristana,Zeri,Nidalee,Ezreal,K'Sante,Corki,Sejuani,Yone,Ashe,Aatrox,Maokai,Poppy,Braum,Leona,Gnar,Alistar,Zyra,LCK,LOLTMNT03_128764,2,Bot,Jungle,Mid,Top,Support,Top,Mid,Bot,Support,Jungle
756,LCK_2024_Season_Summer_Season,Week 5,KT Rolster,DRX,2 - 0,14.13,Renekton,Rumble,Ashe,Kalista,Corki,Ivern,Ezreal,Gnar,Sejuani,Maokai,Tristana,Azir,Jayce,Rakan,Kennen,Caitlyn,Kai'Sa,Leona,K'Sante,Rell,LCK,LOLTMNT03_127699,1,Bot,Jungle,Mid,Support,Top,Top,Jungle,Mid,Bot,Support
757,LCK_2024_Season_Summer_Season,Week 5,KT Rolster,DRX,1 - 0,14.13,Renekton,Rumble,Ashe,Ivern,Corki,Tristana,Kalista,Ezreal,Zyra,Sejuani,Azir,Leona,Neeko,K'Sante,Renata Glasc,Lucian,Yone,Gnar,Hwei,Ornn,LCK,LOLTMNT03_127679,1,Bot,Jungle,Mid,Top,Support,Bot,Jungle,Support,Mid,Top
758,LCK_2024_Season_Summer_Season,Week 5,Nongshim RedForce,Gen.G,0 - 2,14.13,Zyra,Rumble,Nidalee,Tristana,Corki,Sejuani,Ezreal,Ashe,Azir,Maokai,Yone,Braum,Bard,Ivern,Rakan,Viego,Brand,Gnar,Karma,K'Sante,LCK,LOLTMNT03_127338,2,Bot,Jungle,Mid,Top,Support,Bot,Mid,Support,Jungle,Top
759,LCK_2024_Season_Summer_Season,Week 5,Gen.G,Nongshim RedForce,1 - 0,14.13,Poppy,Rumble,Vi,Zyra,Sejuani,Nidalee,Tristana,Corki,Brand,Ezreal,Maokai,Gnar,Jayce,Braum,Karma,Renata Glasc,Kalista,Jax,Leona,Alistar,LCK,LOLTMNT03_128313,1,Mid,Bot,Jungle,Top,Support,Mid,Jungle,Top,Bot,Support
760,LCK_2024_Season_Summer_Season,Week 5,BNK FEARX,T1,2 - 1,14.13,Nidalee,Rumble,Sejuani,Renekton,Kalista,Ashe,Corki,Ezreal,Ivern,Zyra,Gnar,Tristana,Kai'Sa,Jayce,Miss Fortune,Braum,K'Sante,Senna,Ornn,Seraphine,LCK,LOLTMNT03_127246,1,Mid,Jungle,Top,Bot,Support,Bot,Jungle,Mid,Top,Support
761,LCK_2024_Season_Summer_Season,Week 5,T1,BNK FEARX,1 - 1,14.13,Vi,Rumble,Renekton,Nidalee,Ashe,Sejuani,Ezreal,Ziggs,Leona,Ivern,Tristana,Aatrox,Gnar,Yasuo,Jayce,Corki,Zyra,Yone,Braum,Lucian,LCK,LOLTMNT03_128221,1,Bot,Jungle,Mid,Top,Support,Bot,Support,Top,Jungle,Mid
762,LCK_2024_Season_Summer_Season,Week 5,BNK FEARX,T1,1 - 0,14.13,Nidalee,Rumble,Sejuani,Renekton,Kalista,Vi,Ashe,Tristana,Ivern,Zyra,Corki,Ezreal,Braum,Gnar,K'Sante,Karma,Leona,Alistar,Aatrox,Jayce,LCK,LOLTMNT03_127225,1,Bot,Jungle,Mid,Support,Top,Mid,Jungle,Bot,Support,Top
763,LCK_2024_Season_Summer_Season,Week 5,DN Freecs,Hanwha Life Esports,0 - 2,14.13,Yone,Rumble,Sejuani,Nidalee,Ashe,Tristana,Zeri,Ezreal,Maokai,Corki,Brand,Lucian,K'Sante,Karma,Alistar,Gnar,Renekton,Poppy,Leona,Braum,LCK,LOLTMNT03_125372,2,Bot,Mid,Jungle,Top,Support,Bot,Jungle,Mid,Top,Support
764,LCK_2024_Season_Summer_Season,Week 5,Hanwha Life Esports,DN Freecs,1 - 0,14.13,Renekton,Rumble,Nidalee,Sejuani,Corki,Tristana,Maokai,Senna,Viego,Yone,Gnar,K'Sante,Kai'Sa,Nautilus,Ziggs,Seraphine,Azir,Ezreal,Leona,Sion,LCK,LOLTMNT03_126335,1,Jungle,Mid,Top,Bot,Support,Support,Jungle,Top,Mid,Bot
765,LCK_2024_Season_Summer_Season,Week 5,OKSavingsBank BRION,Dplus KIA,0 - 2,14.13,Vi,Corki,LeBlanc,Tristana,Renata Glasc,Rumble,Sejuani,Gnar,Ezreal,Renekton,Azir,Maokai,Zeri,Braum,Nautilus,Leona,Ziggs,Kai'Sa,Rell,Karma,LCK,LOLTMNT03_126306,2,Jungle,Top,Mid,Bot,Support,Top,Bot,Jungle,Mid,Support
766,LCK_2024_Season_Summer_Season,Week 5,Dplus KIA,OKSavingsBank BRION,1 - 0,14.13,Renekton,Rumble,Corki,Vi,Tristana,Renata Glasc,Sejuani,Ezreal,Brand,Gnar,LeBlanc,Braum,Lulu,Lucian,Rakan,Yone,K'Sante,Kai'Sa,Alistar,Ashe,LCK,LOLTMNT03_126299,1,Jungle,Top,Mid,Bot,Support,Mid,Jungle,Support,Top,Bot
767,LCK_2024_Season_Summer_Season,Week 4,BNK FEARX,Hanwha Life Esports,0 - 2,14.13,Ezreal,Rumble,Tristana,Renekton,Zeri,Ashe,Corki,Gnar,Maokai,Brand,K'Sante,Lucian,Varus,Kalista,Senna,Ziggs,Kai'Sa,Xayah,Leona,Alistar,LCK,LOLTMNT03_121896,2,Mid,Jungle,Top,Bot,Support,Top,Jungle,Mid,Bot,Support
768,LCK_2024_Season_Summer_Season,Week 4,BNK FEARX,Hanwha Life Esports,0 - 1,14.13,Ezreal,Rumble,Tristana,Renekton,Zeri,Ashe,Vi,K'Sante,Corki,Taliyah,Gnar,Morgana,Varus,Kalista,Leona,Xayah,Kai'Sa,Senna,Nautilus,Rell,LCK,LOLTMNT03_122848,2,Jungle,Mid,Top,Bot,Support,Top,Mid,Jungle,Bot,Support
769,LCK_2024_Season_Summer_Season,Week 4,DRX,DN Freecs,0 - 2,14.13,Ashe,Rumble,Zeri,Sejuani,Nidalee,Ivern,Maokai,Tristana,Ezreal,Renekton,Corki,Zyra,Senna,Leona,Ziggs,Alistar,K'Sante,Kalista,Renata Glasc,Karma,LCK,LOLTMNT03_122818,2,Jungle,Top,Mid,Bot,Support,Mid,Bot,Jungle,Top,Support
770,LCK_2024_Season_Summer_Season,Week 4,DRX,DN Freecs,0 - 1,14.13,Ashe,Sejuani,Zeri,Rumble,Alistar,Renekton,Tristana,Ezreal,Nidalee,Ivern,K'Sante,Corki,Ziggs,Poppy,Senna,Gnar,Aatrox,Caitlyn,Braum,Rakan,LCK,LOLTMNT03_122799,2,Mid,Jungle,Top,Bot,Support,Bot,Jungle,Mid,Top,Support
771,LCK_2024_Season_Summer_Season,Week 4,OKSavingsBank BRION,Nongshim RedForce,0 - 2,14.13,Vi,Rumble,Brand,Tristana,Corki,Renekton,Azir,Gnar,Sejuani,Xin Zhao,Kennen,Yone,Senna,Ziggs,Miss Fortune,Kai'Sa,Ezreal,Zeri,Rakan,Alistar,LCK,LOLTMNT03_122329,2,Mid,Jungle,Top,Bot,Support,Top,Jungle,Mid,Bot,Support
772,LCK_2024_Season_Summer_Season,Week 4,OKSavingsBank BRION,Nongshim RedForce,0 - 1,14.13,Vi,Rumble,Brand,Renekton,Corki,Tristana,Sejuani,Azir,Poppy,Gnar,Taliyah,Aatrox,Kalista,Ashe,Kai'Sa,Alistar,Senna,Ezreal,Leona,Ornn,LCK,LOLTMNT03_122290,2,Jungle,Top,Mid,Bot,Support,Mid,Jungle,Top,Bot,Support
773,LCK_2024_Season_Summer_Season,Week 4,Dplus KIA,Gen.G,0 - 2,14.13,Nautilus,Rumble,Corki,Vi,Tristana,LeBlanc,Sejuani,Azir,Nidalee,Zeri,Taliyah,K'Sante,Gnar,Leona,Rakan,Blitzcrank,Senna,Lulu,Renekton,Ornn,LCK,LOLTMNT03_121254,2,Jungle,Bot,Mid,Support,Top,Mid,Jungle,Top,Bot,Support
774,LCK_2024_Season_Summer_Season,Week 4,Dplus KIA,Gen.G,0 - 1,14.13,Nautilus,Rumble,Corki,Vi,Zyra,Renata Glasc,Sejuani,Tristana,Ivern,Zeri,Gnar,Leona,Azir,Kai'Sa,Rakan,Ezreal,Gangplank,Taliyah,Alistar,Ziggs,LCK,LOLTMNT03_122217,2,Jungle,Bot,Top,Mid,Support,Mid,Jungle,Support,Top,Bot
775,LCK_2024_Season_Summer_Season,Week 4,Hanwha Life Esports,T1,2 - 1,14.13,Azir,Maokai,Ashe,Rumble,Corki,Ivern,Sejuani,Tristana,Poppy,Yone,Ezreal,Kai'Sa,Braum,Leona,Renekton,Alistar,Rakan,Jax,Bard,Kennen,LCK,LOLTMNT03_118880,1,Jungle,Mid,Bot,Top,Support,Mid,Jungle,Bot,Support,Top
776,LCK_2024_Season_Summer_Season,Week 4,T1,Hanwha Life Esports,1 - 1,14.13,Maokai,Rumble,Ivern,Gnar,Vi,Ashe,Sejuani,Azir,Poppy,Corki,Renekton,Ezreal,Ziggs,Alistar,Zeri,Leona,Quinn,Caitlyn,Braum,Rakan,LCK,LOLTMNT03_118842,1,Jungle,Mid,Top,Bot,Support,Mid,Jungle,Bot,Top,Support
777,LCK_2024_Season_Summer_Season,Week 4,Hanwha Life Esports,T1,1 - 0,14.13,Azir,Maokai,Ashe,Ivern,Nidalee,Vi,Rumble,Tristana,Sejuani,Corki,Poppy,Gnar,Rakan,Kalista,Leona,Senna,Zeri,Ezreal,Alistar,Lulu,LCK,LOLTMNT03_118804,1,Top,Mid,Jungle,Bot,Support,Mid,Jungle,Top,Bot,Support
778,LCK_2024_Season_Summer_Season,Week 4,BNK FEARX,KT Rolster,0 - 2,14.13,Kalista,Rumble,Leona,Senna,Ivern,Brand,Tristana,Azir,Renekton,Maokai,K'Sante,Sejuani,Kai'Sa,Ezreal,Rakan,Zeri,Ashe,Varus,Nautilus,Braum,LCK,LOLTMNT03_118716,2,Mid,Jungle,Top,Bot,Support,Mid,Top,Jungle,Bot,Support
779,LCK_2024_Season_Summer_Season,Week 4,BNK FEARX,KT Rolster,0 - 1,14.13,Kalista,Rumble,Leona,Senna,Vi,Maokai,Ashe,Tristana,Ezreal,Corki,Brand,Ivern,Renekton,Braum,Nautilus,Gnar,K'Sante,Poppy,Alistar,Rell,LCK,LOLTMNT03_118687,2,Bot,Mid,Jungle,Top,Support,Mid,Bot,Jungle,Top,Support
780,LCK_2024_Season_Summer_Season,Week 4,Gen.G,DN Freecs,2 - 0,14.13,Ashe,Zyra,Alistar,Nidalee,Tristana,Rumble,Corki,Renekton,Zeri,Sejuani,Jayce,Ezreal,Lucian,Maokai,Senna,Leona,Ivern,Kai'Sa,Nautilus,Braum,LCK,LOLTMNT03_118187,1,Mid,Jungle,Top,Bot,Support,Top,Mid,Bot,Jungle,Support
781,LCK_2024_Season_Summer_Season,Week 4,Gen.G,DN Freecs,1 - 0,14.13,Ashe,Zyra,Alistar,Nidalee,Tristana,Rumble,Corki,Ezreal,Renekton,Sejuani,Zeri,Viego,K'Sante,Azir,Lulu,Braum,Leona,Gangplank,Rakan,Hwei,LCK,LOLTMNT03_118169,1,Mid,Jungle,Bot,Top,Support,Bot,Top,Jungle,Support,Mid
782,LCK_2024_Season_Summer_Season,Week 4,DRX,Dplus KIA,0 - 2,14.13,Zeri,Corki,Ashe,Rumble,Kalista,Renekton,Tristana,Gnar,Vi,Ezreal,Leona,Taliyah,Maokai,Rakan,Zyra,Alistar,Renata Glasc,Sejuani,Jax,Aphelios,LCK,LOLTMNT03_118135,2,Mid,Bot,Support,Jungle,Top,Top,Jungle,Mid,Support,Bot
783,LCK_2024_Season_Summer_Season,Week 4,DRX,Dplus KIA,0 - 1,14.13,Zeri,Corki,Ashe,Rumble,Tristana,Renekton,Vi,Kalista,Sejuani,Gnar,Taliyah,Renata Glasc,Ezreal,LeBlanc,Xayah,Camille,Gangplank,Ziggs,Leona,Akali,LCK,LOLTMNT03_117142,2,Jungle,Top,Mid,Bot,Support,Bot,Jungle,Support,Top,Mid
784,LCK_2024_Season_Summer_Season,Week 4,Nongshim RedForce,KT Rolster,0 - 2,14.13,Ashe,Rumble,Taliyah,Tristana,Azir,Corki,Sejuani,Vi,Orianna,Yone,Ezreal,Kalista,Renekton,Renata Glasc,Alistar,Gnar,K'Sante,Leona,Aatrox,Taric,LCK,LOLTMNT03_116572,2,Jungle,Mid,Bot,Support,Top,Jungle,Mid,Bot,Top,Support
785,LCK_2024_Season_Summer_Season,Week 4,Nongshim RedForce,KT Rolster,0 - 1,14.13,Ashe,Corki,Ezreal,Tristana,Taliyah,Rumble,Sejuani,Azir,Kalista,Senna,Nautilus,Leona,Yone,Gnar,Renekton,Viego,Ivern,Hwei,Aatrox,K'Sante,LCK,LOLTMNT03_115546,2,Jungle,Bot,Support,Mid,Top,Mid,Bot,Support,Jungle,Top
786,LCK_2024_Season_Summer_Season,Week 4,T1,OKSavingsBank BRION,2 - 1,14.13,Renekton,Rumble,Senna,Ashe,Azir,Vi,Sejuani,Tristana,Maokai,Taliyah,Gnar,Jax,Kalista,Miss Fortune,Caitlyn,Ziggs,Leona,Xayah,Rakan,Jhin,LCK,LOLTMNT03_116507,1,Jungle,Mid,Top,Bot,Support,Mid,Jungle,Top,Support,Bot
787,LCK_2024_Season_Summer_Season,Week 4,OKSavingsBank BRION,T1,1 - 1,14.13,Vi,Senna,Ashe,Rumble,Nidalee,Poppy,Sejuani,Tristana,Kalista,Azir,Renekton,Renata Glasc,Leona,Gnar,Zeri,Zyra,K'Sante,Miss Fortune,Rell,Brand,LCK,LOLTMNT03_116496,1,Jungle,Mid,Top,Bot,Support,Mid,Bot,Support,Top,Jungle
